Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,2019-06-21,Banglore,Delhi,2025-04-26 11:10:00,2025-04-26 14:05:00,175,0.0,No info,8016
Jet Airways,2019-06-12,Mumbai,Hyderabad,2025-04-26 19:35:00,2025-04-26 21:05:00,90,0.0,In-flight meal not included,3210
Jet Airways,2019-03-09,Delhi,Cochin,2025-04-26 19:45:00,2025-03-10 18:50:00,1385,1.0,No info,16289
Air India,2019-03-01,Kolkata,Banglore,2025-04-26 14:15:00,2025-04-26 16:45:00,150,0.0,No info,6535
Air India,2019-03-24,Kolkata,Banglore,2025-04-26 20:30:00,2025-03-25 12:30:00,960,1.0,No info,12173
IndiGo,2019-03-03,Kolkata,Banglore,2025-04-26 10:10:00,2025-04-26 12:55:00,165,0.0,No info,6565
SpiceJet,2019-06-01,Kolkata,Banglore,2025-04-26 06:55:00,2025-04-26 09:30:00,155,0.0,No info,3873
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 09:25:00,2025-05-22 13:45:00,1700,2.0,No info,11542
SpiceJet,2019-05-01,Mumbai,Hyderabad,2025-04-26 13:15:00,2025-04-26 14:45:00,90,0.0,No info,2437
IndiGo,2019-04-21,Banglore,Delhi,2025-04-26 10:10:00,2025-04-26 13:00:00,170,0.0,No info,4591
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 19:00:00,660,1.0,In-flight meal not included,10262
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 16:55:00,2025-03-25 09:15:00,980,1.0,In-flight meal not included,11134
Air India,2019-05-09,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-10 07:55:00,1195,2.0,No info,9416
Jet Airways,2019-06-15,Delhi,Cochin,2025-04-26 05:30:00,2025-04-26 19:00:00,810,2.0,In-flight meal not included,10368
SpiceJet,2019-05-21,Mumbai,Hyderabad,2025-04-26 05:45:00,2025-04-26 07:15:00,90,0.0,No info,2017
Vistara,2019-06-09,Kolkata,Banglore,2025-04-26 07:10:00,2025-06-10 09:05:00,1555,1.0,No info,9397
SpiceJet,2019-05-09,Kolkata,Banglore,2025-04-26 09:00:00,2025-04-26 11:25:00,145,0.0,No check-in baggage included,3841
IndiGo,2019-04-21,Banglore,Delhi,2025-04-26 18:55:00,2025-04-26 21:50:00,175,0.0,No info,4823
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 11:40:00,2025-04-26 18:25:00,405,1.0,No info,19225
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 17:35:00,435,1.0,In-flight meal not included,5608
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 21:50:00,2025-05-22 04:25:00,395,1.0,In-flight meal not included,12898
IndiGo,2019-06-03,Delhi,Cochin,2025-04-26 08:35:00,2025-04-26 22:30:00,835,1.0,No info,6442
SpiceJet,2019-06-15,Mumbai,Hyderabad,2025-04-26 22:45:00,2025-06-16 00:15:00,90,0.0,No info,2017
Multiple carriers,2019-03-06,Delhi,Cochin,2025-04-26 04:00:00,2025-04-26 15:30:00,690,1.0,No info,13135
Air India,2019-06-06,Kolkata,Banglore,2025-04-26 16:45:00,2025-06-07 21:05:00,1700,1.0,No info,7662
IndiGo,2019-03-27,Delhi,Cochin,2025-04-26 04:45:00,2025-04-26 13:20:00,515,1.0,No info,7048
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 05:30:00,2025-04-26 12:35:00,425,2.0,No info,14441
IndiGo,2019-05-18,Delhi,Cochin,2025-04-26 23:30:00,2025-05-19 04:35:00,305,1.0,No info,10958
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 19:55:00,2025-04-26 22:35:00,160,0.0,No info,7229
Jet Airways,2019-03-12,Banglore,New Delhi,2025-04-26 16:55:00,2025-04-26 23:00:00,365,1.0,No info,13817
Jet Airways,2019-03-12,Banglore,New Delhi,2025-04-26 22:55:00,2025-03-13 07:40:00,525,1.0,In-flight meal not included,11087
IndiGo,2019-05-27,Kolkata,Banglore,2025-04-26 22:15:00,2025-05-28 00:50:00,155,0.0,No info,4804
Vistara,2019-05-15,Delhi,Cochin,2025-04-26 06:00:00,2025-04-26 09:10:00,190,0.0,No info,6216
Jet Airways,2019-03-03,Delhi,Cochin,2025-04-26 05:25:00,2025-03-05 04:25:00,2820,2.0,No info,20064
Multiple carriers,2019-05-18,Delhi,Cochin,2025-04-26 11:40:00,2025-04-26 19:15:00,455,1.0,No info,9211
Jet Airways,2019-05-12,Kolkata,Banglore,2025-04-26 08:25:00,2025-05-13 04:40:00,1215,1.0,No info,13941
Air India,2019-03-27,Delhi,Cochin,2025-04-26 09:45:00,2025-03-28 09:25:00,1420,1.0,No info,5957
IndiGo,2019-04-03,Mumbai,Hyderabad,2025-04-26 06:25:00,2025-04-26 07:55:00,90,0.0,No info,4049
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 14:05:00,2025-05-19 10:05:00,1200,1.0,No info,14388
Jet Airways,2019-06-24,Delhi,Cochin,2025-04-26 15:00:00,2025-06-25 04:25:00,805,1.0,In-flight meal not included,10262
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 18:55:00,2025-05-16 10:05:00,910,1.0,No info,14388
IndiGo,2019-06-01,Chennai,Kolkata,2025-04-26 19:35:00,2025-04-26 21:55:00,140,0.0,No info,3597
IndiGo,2019-06-27,Delhi,Cochin,2025-04-26 17:10:00,2025-06-28 01:30:00,500,1.0,No info,5684
Multiple carriers,2019-06-27,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 21:00:00,780,1.0,No info,13587
IndiGo,2019-06-06,Banglore,Delhi,2025-04-26 04:00:00,2025-04-26 06:50:00,170,0.0,No info,3943
Air India,2019-06-12,Delhi,Cochin,2025-04-26 10:55:00,2025-04-26 19:15:00,500,2.0,No info,11753
Jet Airways,2019-06-01,Delhi,Cochin,2025-04-26 21:50:00,2025-06-02 12:35:00,885,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,Delhi,Cochin,2025-04-26 11:30:00,2025-05-19 04:25:00,1015,1.0,In-flight meal not included,12373
IndiGo,2019-06-01,Banglore,Delhi,2025-04-26 13:00:00,2025-04-26 15:50:00,170,0.0,No info,3943
Jet Airways,2019-05-06,Kolkata,Banglore,2025-04-26 18:55:00,2025-05-07 10:05:00,910,1.0,No info,13584
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 18:55:00,2025-06-13 19:50:00,1495,1.0,No info,13044
Air India,2019-05-24,Delhi,Cochin,2025-04-26 07:00:00,2025-04-26 19:15:00,735,1.0,No info,9929
Air India,2019-03-27,Delhi,Cochin,2025-04-26 21:00:00,2025-03-28 19:15:00,1335,1.0,No info,6692
SpiceJet,2019-03-24,Banglore,New Delhi,2025-04-26 05:45:00,2025-04-26 08:35:00,170,0.0,No info,4377
IndiGo,2019-04-01,Banglore,Delhi,2025-04-26 00:30:00,2025-04-26 03:25:00,175,0.0,No info,4423
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 18:15:00,2025-05-22 12:35:00,1100,1.0,In-flight meal not included,12898
Air India,2019-05-06,Kolkata,Banglore,2025-04-26 16:50:00,2025-05-07 15:05:00,1335,2.0,No info,12434
Jet Airways,2019-05-15,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-16 09:45:00,1005,1.0,No info,13067
Air Asia,2019-05-01,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 12:55:00,155,0.0,No info,4409
Air India,2019-05-27,Delhi,Cochin,2025-04-26 22:00:00,2025-05-28 19:15:00,1275,2.0,No info,10651
IndiGo,2019-03-15,Kolkata,Banglore,2025-04-26 21:25:00,2025-03-16 00:05:00,160,0.0,No info,4148
IndiGo,2019-06-27,Delhi,Cochin,2025-04-26 05:05:00,2025-04-26 12:10:00,425,1.0,No info,6442
Jet Airways,2019-05-18,Delhi,Cochin,2025-04-26 14:00:00,2025-04-26 19:00:00,300,1.0,In-flight meal not included,12373
Jet Airways,2019-05-27,Delhi,Cochin,2025-04-26 22:50:00,2025-05-28 12:35:00,825,1.0,In-flight meal not included,12898
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 21:25:00,2025-03-07 09:30:00,725,1.0,No info,17261
IndiGo,2019-04-27,Delhi,Cochin,2025-04-26 05:05:00,2025-04-26 16:10:00,665,1.0,No info,6171
IndiGo,2019-06-21,Banglore,Delhi,2025-04-26 20:00:00,2025-04-26 22:50:00,170,0.0,No info,4823
IndiGo,2019-06-01,Delhi,Cochin,2025-04-26 06:50:00,2025-04-26 22:30:00,940,1.0,No info,6442
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 22:50:00,2025-05-22 04:25:00,335,1.0,No info,16079
SpiceJet,2019-04-27,Banglore,Delhi,2025-04-26 21:10:00,2025-04-28 00:05:00,175,0.0,No info,3971
Jet Airways,2019-03-21,Delhi,Cochin,2025-04-26 20:50:00,2025-03-22 04:25:00,455,1.0,No info,14189
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 17:00:00,2025-06-07 10:55:00,1075,1.0,No info,12692
Air India,2019-06-12,Kolkata,Banglore,2025-04-26 05:50:00,2025-04-26 20:25:00,875,2.0,No info,12723
Vistara,2019-06-12,Banglore,Delhi,2025-04-26 21:00:00,2025-04-26 23:50:00,170,0.0,No info,4668
IndiGo,2019-06-03,Banglore,Delhi,2025-04-26 22:10:00,2025-06-04 01:00:00,170,0.0,No info,3359
Multiple carriers,2019-05-27,Delhi,Cochin,2025-04-26 08:30:00,2025-04-26 19:00:00,630,1.0,No info,9627
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,2025-04-26 19:00:00,2025-03-22 01:35:00,395,1.0,No info,10885
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 19:40:00,790,1.0,No info,13339
Vistara,2019-06-06,Kolkata,Banglore,2025-04-26 07:10:00,2025-06-07 09:05:00,1555,1.0,No info,8452
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 21:10:00,2025-04-02 09:20:00,730,1.0,In-flight meal not included,8849
Jet Airways,2019-04-09,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:10:00,180,0.0,In-flight meal not included,4544
SpiceJet,2019-06-09,Banglore,Delhi,2025-04-26 21:10:00,2025-06-10 00:05:00,175,0.0,No info,3971
IndiGo,2019-03-03,Chennai,Kolkata,2025-04-26 19:35:00,2025-04-26 21:55:00,140,0.0,No info,7295
GoAir,2019-04-01,Kolkata,Banglore,2025-04-26 16:40:00,2025-04-02 00:15:00,455,1.0,No info,5171
Jet Airways,2019-03-12,Banglore,New Delhi,2025-04-26 05:45:00,2025-03-13 08:15:00,1590,1.0,No info,12547
IndiGo,2019-03-21,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 13:20:00,350,1.0,No info,9861
IndiGo,2019-06-24,Delhi,Cochin,2025-04-26 17:30:00,2025-06-25 01:30:00,480,1.0,No info,6104
Jet Airways,2019-06-09,Delhi,Cochin,2025-04-26 05:30:00,2025-06-10 04:25:00,1375,2.0,No info,13014
Jet Airways,2019-03-09,Delhi,Cochin,2025-04-26 02:15:00,2025-03-10 04:25:00,1570,1.0,No info,15029
Air India,2019-06-21,Mumbai,Hyderabad,2025-04-26 21:05:00,2025-04-26 22:25:00,80,0.0,No info,3100
Jet Airways,2019-06-03,Delhi,Cochin,2025-04-26 21:50:00,2025-06-04 04:25:00,395,1.0,No info,16079
IndiGo,2019-06-15,Delhi,Cochin,2025-04-26 16:00:00,2025-04-26 21:00:00,300,1.0,No info,6069
IndiGo,2019-06-18,Banglore,Delhi,2025-04-26 05:30:00,2025-04-26 08:20:00,170,0.0,No info,3943
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Banglore,Delhi,2025-04-26 08:20:00,2025-04-26 11:20:00,180,0.0,In-flight meal not included,6478
Multiple carriers,2019-05-21,Delhi,Cochin,2025-04-26 04:55:00,2025-04-26 19:15:00,860,1.0,No info,7575
Multiple carriers,2019-03-03,Delhi,Cochin,2025-04-26 15:25:00,2025-03-04 01:35:00,610,1.0,No info,15147
SpiceJet,2019-06-24,Banglore,Delhi,2025-04-26 09:30:00,2025-04-26 12:20:00,170,0.0,No info,3625
Jet Airways,2019-06-12,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:00:00,360,1.0,In-flight meal not included,10262
Air India,2019-04-01,Kolkata,Banglore,2025-04-26 16:45:00,2025-04-02 23:15:00,1830,2.0,No info,9237
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 14:05:00,2025-04-26 20:45:00,400,1.0,No info,14571
Air India,2019-06-09,Kolkata,Banglore,2025-04-26 14:35:00,2025-06-10 14:35:00,1440,1.0,No info,6528
SpiceJet,2019-06-24,Kolkata,Banglore,2025-04-26 09:00:00,2025-04-26 11:25:00,145,0.0,No info,3873
Multiple carriers,2019-03-09,Delhi,Cochin,2025-04-26 02:15:00,2025-04-26 12:55:00,640,1.0,In-flight meal not included,18260
Vistara,2019-04-01,Kolkata,Banglore,2025-04-26 20:20:00,2025-04-02 22:55:00,1595,1.0,No info,7770
Vistara,2019-05-03,Banglore,Delhi,2025-04-26 17:00:00,2025-04-26 19:35:00,155,0.0,No info,5613
SpiceJet,2019-06-06,Mumbai,Hyderabad,2025-04-26 05:45:00,2025-04-26 07:15:00,90,0.0,No info,2753
Jet Airways,2019-05-18,Delhi,Cochin,2025-04-26 09:40:00,2025-05-19 12:35:00,1615,2.0,No info,15129
IndiGo,2019-05-09,Kolkata,Banglore,2025-04-26 17:35:00,2025-04-26 22:15:00,280,1.0,No info,5386
Vistara,2019-03-24,Kolkata,Banglore,2025-04-26 09:55:00,2025-03-25 09:10:00,1395,1.0,No info,10842
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 21:50:00,2025-06-07 04:25:00,395,1.0,No info,14714
Multiple carriers,2019-05-15,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 21:00:00,810,1.0,No info,8405
Jet Airways,2019-05-18,Kolkata,Banglore,2025-04-26 16:30:00,2025-05-19 12:00:00,1170,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 19:10:00,575,1.0,No info,12692
Vistara,2019-05-03,Chennai,Kolkata,2025-04-26 07:05:00,2025-04-26 09:20:00,135,0.0,No info,3687
Vistara,2019-06-01,Delhi,Cochin,2025-04-26 06:00:00,2025-04-26 09:10:00,190,0.0,No info,6741
SpiceJet,2019-05-09,Banglore,Delhi,2025-04-26 21:10:00,2025-05-10 00:05:00,175,0.0,No info,4423
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 21:10:00,2025-03-25 16:20:00,1150,1.0,No info,13759
Multiple carriers,2019-06-15,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 21:00:00,780,1.0,No info,7408
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 18:15:00,590,1.0,No info,13626
Air India,2019-05-12,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-13 11:10:00,1390,2.0,No info,10676
Multiple carriers,2019-06-06,Delhi,Cochin,2025-04-26 06:00:00,2025-04-26 19:00:00,780,1.0,No info,11789
SpiceJet,2019-06-06,Delhi,Cochin,2025-04-26 08:45:00,2025-04-26 13:15:00,270,1.0,No check-in baggage included,5158
Air India,2019-06-01,Delhi,Cochin,2025-04-26 10:00:00,2025-04-26 19:15:00,555,1.0,No info,9929
SpiceJet,2019-06-06,Mumbai,Hyderabad,2025-04-26 05:45:00,2025-04-26 07:15:00,90,0.0,No check-in baggage included,2647
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 20:00:00,2025-04-02 19:50:00,1430,1.0,In-flight meal not included,7064
Air India,2019-04-15,Banglore,Delhi,2025-04-26 21:05:00,2025-04-26 23:55:00,170,0.0,No info,5228
Multiple carriers,2019-06-01,Delhi,Cochin,2025-04-26 08:00:00,2025-04-26 19:00:00,660,1.0,No info,12192
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 12:00:00,2025-04-26 21:50:00,590,2.0,No info,10151
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 21:05:00,690,1.0,No info,10953
Air India,2019-03-21,Banglore,New Delhi,2025-04-26 08:15:00,2025-04-26 23:10:00,895,1.0,No info,4943
Air India,2019-05-18,Delhi,Cochin,2025-04-26 13:00:00,2025-04-26 19:15:00,375,1.0,No info,10191
Air India,2019-05-18,Delhi,Cochin,2025-04-26 16:40:00,2025-05-19 19:15:00,1595,2.0,No info,9863
IndiGo,2019-06-24,Chennai,Kolkata,2025-04-26 13:15:00,2025-04-26 15:35:00,140,0.0,No info,3597
IndiGo,2019-06-12,Chennai,Kolkata,2025-04-26 22:05:00,2025-06-13 00:25:00,140,0.0,No info,5277
IndiGo,2019-05-01,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 21:00:00,810,1.0,No info,8542
Vistara,2019-05-15,Kolkata,Banglore,2025-04-26 07:10:00,2025-05-16 10:45:00,1655,1.0,No info,8452
Jet Airways,2019-03-21,Banglore,New Delhi,2025-04-26 05:45:00,2025-04-26 13:15:00,450,1.0,In-flight meal not included,7832
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-22 11:10:00,1390,2.0,No info,10676
IndiGo,2019-06-06,Banglore,Delhi,2025-04-26 07:10:00,2025-04-26 10:05:00,175,0.0,No info,4823
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 09:40:00,2025-06-28 12:35:00,1615,2.0,In-flight meal not included,11118
IndiGo,2019-05-18,Delhi,Cochin,2025-04-26 20:25:00,2025-05-19 01:30:00,305,1.0,No info,6069
Air India,2019-06-12,Delhi,Cochin,2025-04-26 16:40:00,2025-06-13 19:15:00,1595,2.0,No info,9443
SpiceJet,2019-06-21,Banglore,Delhi,2025-04-26 05:55:00,2025-04-26 08:35:00,160,0.0,No check-in baggage included,3919
Vistara,2019-03-24,Kolkata,Banglore,2025-04-26 17:00:00,2025-03-25 09:10:00,970,1.0,No info,13310
IndiGo,2019-06-21,Banglore,Delhi,2025-04-26 18:15:00,2025-04-26 21:20:00,185,0.0,No info,4990
Air India,2019-06-24,Delhi,Cochin,2025-04-26 12:00:00,2025-04-26 19:15:00,435,2.0,No info,9548
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 14:00:00,2025-05-22 12:35:00,1355,1.0,In-flight meal not included,12898
Air India,2019-06-06,Kolkata,Banglore,2025-04-26 07:00:00,2025-04-26 20:25:00,805,1.0,No info,10203
IndiGo,2019-06-09,Mumbai,Hyderabad,2025-04-26 16:55:00,2025-04-26 18:25:00,90,0.0,No info,3175
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 08:55:00,2025-03-13 11:25:00,1590,1.0,In-flight meal not included,11087
Multiple carriers,2019-06-15,Delhi,Cochin,2025-04-26 07:10:00,2025-04-26 16:10:00,540,1.0,In-flight meal not included,6093
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 21:10:00,2025-06-10 04:40:00,450,1.0,No info,13731
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-10 14:25:00,1080,1.0,No info,11467
Jet Airways,2019-06-06,Kolkata,Banglore,2025-04-26 06:30:00,2025-04-26 16:20:00,590,1.0,No info,14571
Jet Airways,2019-05-21,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 19:10:00,575,1.0,No info,13067
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 14:05:00,2025-04-26 19:50:00,345,1.0,No info,14781
Air India,2019-03-12,Banglore,New Delhi,2025-04-26 17:25:00,2025-03-13 18:05:00,1480,3.0,No info,13387
Air India,2019-05-12,Kolkata,Banglore,2025-04-26 12:00:00,2025-05-13 23:15:00,2115,3.0,No info,10991
Jet Airways,2019-05-18,Delhi,Cochin,2025-04-26 13:25:00,2025-05-19 04:25:00,900,2.0,No info,16704
Jet Airways,2019-03-06,Banglore,New Delhi,2025-04-26 20:35:00,2025-03-07 09:30:00,775,1.0,No info,17261
Air India,2019-03-09,Banglore,New Delhi,2025-04-26 22:00:00,2025-03-13 13:20:00,920,1.0,No info,8425
IndiGo,2019-03-06,Delhi,Cochin,2025-04-26 18:35:00,2025-03-07 01:35:00,420,1.0,No info,14871
Jet Airways,2019-05-01,Kolkata,Banglore,2025-04-26 20:00:00,2025-05-02 10:05:00,845,1.0,No info,13941
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 16:55:00,2025-03-25 04:45:00,710,1.0,No info,14231
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 09:35:00,2025-04-26 23:35:00,840,1.0,No info,12121
IndiGo,2019-04-01,Kolkata,Banglore,2025-04-26 14:25:00,2025-04-26 16:55:00,150,0.0,No info,4174
Jet Airways,2019-03-09,Banglore,New Delhi,2025-04-26 08:55:00,2025-04-26 15:55:00,420,2.0,No info,23001
Jet Airways,2019-03-24,Kolkata,Banglore,2025-04-26 19:45:00,2025-03-25 12:00:00,975,1.0,No info,14231
Jet Airways,2019-05-27,Delhi,Cochin,2025-04-26 20:55:00,2025-05-28 19:00:00,1325,1.0,In-flight meal not included,12898
Air Asia,2019-05-12,Kolkata,Banglore,2025-04-26 10:20:00,2025-04-26 12:55:00,155,0.0,No info,5216
Air India,2019-05-21,Kolkata,Banglore,2025-04-26 16:50:00,2025-05-22 05:35:00,765,2.0,No info,12324
Vistara,2019-05-15,Kolkata,Banglore,2025-04-26 20:20:00,2025-05-16 10:45:00,865,1.0,No info,8452
Multiple carriers,2019-06-12,Delhi,Cochin,2025-04-26 07:05:00,2025-04-26 19:15:00,730,1.0,In-flight meal not included,11667
SpiceJet,2019-03-01,Kolkata,Banglore,2025-04-26 17:15:00,2025-04-26 19:45:00,150,0.0,No info,5515
Air India,2019-03-09,Banglore,New Delhi,2025-04-26 06:50:00,2025-04-26 23:10:00,980,1.0,No info,5626
Jet Airways,2019-06-21,Mumbai,Hyderabad,2025-04-26 07:05:00,2025-04-26 08:30:00,85,0.0,No info,8040
Air India,2019-03-12,Kolkata,Banglore,2025-04-26 14:15:00,2025-04-26 16:45:00,150,0.0,No info,5747
Jet Airways,2019-04-01,Kolkata,Banglore,2025-04-26 18:55:00,2025-04-02 16:20:00,1285,1.0,In-flight meal not included,7064
Air India,2019-03-03,Banglore,New Delhi,2025-04-26 13:20:00,2025-04-26 16:10:00,170,0.0,No info,12841
IndiGo,2019-04-27,Banglore,Delhi,2025-04-26 01:30:00,2025-04-26 04:15:00,165,0.0,No info,4591
Jet Airways,2019-05-12,Kolkata,Banglore,2025-04-26 21:10:00,2025-05-13 04:40:00,450,1.0,In-flight meal not included,8586
IndiGo,2019-04-21,Delhi,Cochin,2025-04-26 05:10:00,2025-04-26 10:05:00,295,1.0,No info,7074
Jet Airways,2019-03-01,Banglore,New Delhi,2025-04-26 14:05:00,2025-03-02 07:40:00,1055,1.0,1 Long layover,22270
SpiceJet,2019-05-21,Chennai,Kolkata,2025-04-26 08:20:00,2025-04-26 10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 08:25:00,2025-04-26 18:15:00,590,1.0,No info,14781
IndiGo,2019-05-27,Kolkata,Banglore,2025-04-26 17:15:00,2025-04-26 19:50:00,155,0.0,No info,4804
IndiGo,2019-06-27,Delhi,Cochin,2025-04-26 06:40:00,2025-04-26 21:00:00,860,1.0,No info,6093
Jet Airways,2019-06-24,Banglore,Delhi,2025-04-26 15:15:00,2025-04-26 18:10:00,175,0.0,No info,8016
Jet Airways,2019-06-27,Delhi,Cochin,2025-04-26 14:00:00,2025-06-28 12:35:00,1355,1.0,In-flight meal not included,10262
Air Asia,2019-06-15,Delhi,Cochin,2025-04-26 07:55:00,2025-04-26 22:25:00,870,1.0,No info,6253
SpiceJet,2019-06-03,Kolkata,Banglore,2025-04-26 09:00:00,2025-04-26 11:25:00,145,0.0,No info,3873
Multiple carriers,2019-05-15,Delhi,Cochin,2025-04-26 13:00:00,2025-05-16 01:30:00,750,1.0,No info,13727
IndiGo,2019-03-03,Delhi,Cochin,2025-04-26 20:30:00,2025-03-04 01:35:00,305,1.0,No info,8258
IndiGo,2019-04-24,Banglore,Delhi,2025-04-26 00:30:00,2025-04-26 03:25:00,175,0.0,No info,3419
Multiple carriers,2019-05-21,Delhi,Cochin,2025-04-26 07:00:00,2025-04-26 21:00:00,840,1.0,No info,7888
IndiGo,2019-05-18,Kolkata,Banglore,2025-04-26 15:15:00,2025-04-26 20:05:00,290,1.0,No info,4775
Vistara,2019-04-27,Banglore,Delhi,2025-04-26 21:00:00,2025-04-26 23:50:00,170,0.0,No info,5403
GoAir,2019-06-21,Banglore,Delhi,2025-04-26 20:55:00,2025-04-26 23:40:00,165,0.0,No info,3898
Air India,2019-05-27,Kolkata,Banglore,2025-04-26 14:15:00,2025-04-26 16:45:00,150,0.0,No info,5510
Air India,2019-05-15,Banglore,Delhi,2025-04-26 10:00:00,2025-04-26 12:45:00,165,0.0,No info,6961
Jet Airways,2019-03-03,Delhi,Cochin,2025-04-26 05:25:00,2025-03-04 18:50:00,2245,2.0,No info,20064
Jet Airways,2019-05-21,Delhi,Cochin,2025-04-26 13:25:00,2025-05-22 12:35:00,1390,2.0,No info,15129
Jet Airways,2019-06-03,Delhi,Cochin,2025-04-26 05:30:00,2025-04-26 12:35:00,425,2.0,No info,14441
Jet Airways,2019-05-09,Kolkata,Banglore,2025-04-26 17:00:00,2025-05-10 10:55:00,1075,1.0,In-flight meal not included,8066
Jet Airways,2019-06-09,Kolkata,Banglore,2025-04-26 09:35:00,2025-06-10 14:25:00,1730,1.0,No info,14151
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 21:25:00,2025-06-07 19:00:00,1295,2.0,No info,13292
IndiGo,2019-03-09,Mumbai,Hyderabad,2025-04-26 21:20:00,2025-04-26 22:45:00,85,0.0,No info,3838
Jet Airways,2019-06-18,Mumbai,Hyderabad,2025-04-26 08:45:00,2025-04-26 10:15:00,90,0.0,In-flight meal not included,4995
IndiGo,2019-03-21,Kolkata,Banglore,2025-04-26 15:10:00,2025-04-26 17:45:00,155,0.0,No info,4148
IndiGo,2019-03-06,Delhi,Cochin,2025-04-26 07:30:00,2025-04-26 21:00:00,810,1.0,No info,14871
Jet Airways,2019-05-24,Kolkata,Banglore,2025-04-26 20:25:00,2025-05-25 09:45:00,800,1.0,No info,13067
IndiGo,2019-03-03,Delhi,Cochin,2025-04-26 09:10:00,2025-03-04 01:35:00,985,1.0,No info,14871
Jet Airways,2019-03-06,Delhi,Cochin,2025-04-26 19:10:00,2025-03-08 04:25:00,1995,2.0,No info,16809
Multiple carriers,2019-05-18,Delhi,Cochin,2025-04-26 15:00:00,2025-05-19 01:30:00,630,1.0,No info,13727
Air India,2019-03-12,Mumbai,Hyderabad,2025-04-26 19:40:00,2025-03-13 09:10:00,810,2.0,No info,11647
Jet Airways,2019-06-12,Kolkata,Banglore,2025-04-26 09:35:00,2025-06-13 14:25:00,1730,1.0,No info,12692
IndiGo,2019-06-21,Chennai,Kolkata,2025-04-26 19:35:00,2025-04-26 21:55:00,140,0.0,No info,3597
Vistara,2019-06-06,Kolkata,Banglore,2025-04-26 20:20:00,2025-06-07 09:05:00,765,1.0,No info,8452
Jet Airways,2019-06-06,Delhi,Cochin,2025-04-26 02:15:00,2025-04-26 12:35:00,620,1.0,No info,14714
